u,v,key,osmid,highway,junction,oneway,reversed,length,geometry,name,maxspeed,lanes,width
100927875,100950181,0,11348309,residential,,False,True,95.324,"LINESTRING (153.0449218 -27.4662148, 153.0449599 -27.466172, 153.0449822 -27.4661474, 153.045106 -27.4660107, 153.0453057 -27.4657993, 153.0454233 -27.4656747, 153.0455401 -27.4655562)",Villiers Street,,,
100927887,100927875,0,633545276,secondary,,False,True,23.011,"LINESTRING (153.0450968 -27.4663516, 153.0449218 -27.4662148)",Brunswick Street,40,,
100927887,100929041,0,11346453,residential,,False,True,67.892,"LINESTRING (153.0450968 -27.4663516, 153.0450576 -27.4663947, 153.0450362 -27.4664187, 153.0449119 -27.4665582, 153.0446584 -27.4668221)",Moreton Street,50,,
100927887,100927898,0,633545276,secondary,,False,False,137.322,"LINESTRING (153.0450968 -27.4663516, 153.0460344 -27.4670743, 153.0460539 -27.4670888, 153.0461492 -27.4671598)",Brunswick Street,40,,
100927898,100929065,0,11346464,tertiary,,False,False,68.472,"LINESTRING (153.0461492 -27.4671598, 153.0460787 -27.4672312, 153.0460608 -27.4672492, 153.045695 -27.4676254)",Merthyr Road,50,,
100927898,100950209,0,11348318,tertiary,,False,True,94.634,"LINESTRING (153.0461492 -27.4671598, 153.0462188 -27.4670872, 153.0462373 -27.4670678, 153.0465316 -27.4667689, 153.0467786 -27.4665176)",Merthyr Road,50,,
100927898,100927910,0,73532287,secondary,,False,False,121.232,"LINESTRING (153.0461492 -27.4671598, 153.0462329 -27.4672263, 153.0462546 -27.4672435, 153.0465479 -27.4674713, 153.0468048 -27.4676711, 153.0470724 -27.4678793)",Brunswick Street,40,,
100927898,100927887,0,633545276,secondary,,False,True,137.322,"LINESTRING (153.0461492 -27.4671598, 153.0460539 -27.4670888, 153.0460344 -27.4670743, 153.0450968 -27.4663516)",Brunswick Street,40,,
100927910,100950222,0,11348319,residential,,False,False,256.78299999999996,"LINESTRING (153.0470724 -27.4678793, 153.0471107 -27.4678402, 153.0471294 -27.4678213, 153.0475084 -27.4674385, 153.0480375 -27.4668969, 153.048781 -27.4661373)",Welsby Street,50,,
100927910,100927922,0,73532287,secondary,,False,False,114.84,"LINESTRING (153.0470724 -27.4678793, 153.0477822 -27.4684288, 153.0478774 -27.4685041, 153.0479096 -27.4685268, 153.0479285 -27.4685402, 153.0479512 -27.4685564)",Brunswick Street,40,,
100927910,100927898,0,73532287,secondary,,False,True,121.23199999999997,"LINESTRING (153.0470724 -27.4678793, 153.0468048 -27.4676711, 153.0465479 -27.4674713, 153.0462546 -27.4672435, 153.0462329 -27.4672263, 153.0461492 -27.4671598)",Brunswick Street,40,,
100927922,100927938,0,11346493,secondary,roundabout,True,False,9.676,"LINESTRING (153.0479512 -27.4685564, 153.047967 -27.4685461, 153.0479855 -27.4685403, 153.0480051 -27.4685397, 153.048024 -27.4685443, 153.0480406 -27.4685536)",,50,1,
100927922,100927910,0,73532287,secondary,,False,True,114.84,"LINESTRING (153.0479512 -27.4685564, 153.0479285 -27.4685402, 153.0479096 -27.4685268, 153.0478774 -27.4685041, 153.0477822 -27.4684288, 153.0470724 -27.4678793)",Brunswick Street,40,,
100927938,100927954,0,11346493,secondary,roundabout,True,False,10.443999999999999,"LINESTRING (153.0480406 -27.4685536, 153.0480541 -27.4685681, 153.0480617 -27.4685856, 153.0480627 -27.4686044, 153.0480568 -27.4686224, 153.0480448 -27.4686379)",,50,1,
100927938,100950225,0,11348321,residential,,False,True,251.274,"LINESTRING (153.0480406 -27.4685536, 153.0480595 -27.4685362, 153.0480859 -27.4685062, 153.0480966 -27.468494, 153.0481787 -27.4684131, 153.0485258 -27.4680559, 153.0490641 -27.4674955, 153.0491254 -27.4674317, 153.0495047 -27.4670631, 153.0495672 -27.4670111, 153.0495937 -27.4669455, 153.0496512 -27.4668843, 153.0496951 -27.4668428)",Sydney Street,50,,
100927954,100927968,0,11346490,secondary,,False,False,285.392,"LINESTRING (153.0480448 -27.4686379, 153.0480671 -27.4686534, 153.0480889 -27.4686688, 153.0481117 -27.468685, 153.0482189 -27.468767, 153.0484538 -27.4689501, 153.0492648 -27.469578, 153.0496789 -27.4699008, 153.050226 -27.4703236)",Brunswick Street,50,,
100927954,100929015,0,11346493,secondary,roundabout,True,False,10.152000000000001,"LINESTRING (153.0480448 -27.4686379, 153.0480283 -27.4686489, 153.0480089 -27.4686548, 153.0479883 -27.4686551, 153.0479687 -27.4686497, 153.0479518 -27.4686392)",,50,1,
100927968,100927954,0,11346490,secondary,,False,True,285.39200000000005,"LINESTRING (153.050226 -27.4703236, 153.0496789 -27.4699008, 153.0492648 -27.469578, 153.0484538 -27.4689501, 153.0482189 -27.468767, 153.0481117 -27.468685, 153.0480889 -27.4686688, 153.0480671 -27.4686534, 153.0480448 -27.4686379)",Brunswick Street,50,,
100928045,26336386,0,11346443,residential,,False,True,343.43499999999995,"LINESTRING (153.0409517 -27.4662584, 153.0408889 -27.4662202, 153.0408678 -27.4662038, 153.0406812 -27.4660584, 153.0406274 -27.4660023, 153.0406072 -27.4659485, 153.040507 -27.4656179, 153.0404874 -27.4655732, 153.0404616 -27.4655427, 153.0401865 -27.4652386, 153.0398917 -27.4648862, 153.039611 -27.4645182, 153.0393982 -27.464219, 153.0393817 -27.4641938, 153.0393761 -27.4641804, 153.0393738 -27.4641694, 153.0393746 -27.464157, 153.0393805 -27.4641385, 153.0393913 -27.4641193, 153.0394195 -27.4640851, 153.0394559 -27.4640485, 153.0395858 -27.4639133, 153.0396631 -27.4638257, 153.0396934 -27.4637927, 153.0397169 -27.4637671, 153.0397365 -27.463747)",Moray Street,50,,
100928045,499943068,0,19569428,residential,,False,True,54.608,"LINESTRING (153.0409517 -27.4662584, 153.0410092 -27.4661809, 153.0413072 -27.465883)",Barker Street,,,
100928045,499943491,0,73532286,residential,,False,False,96.588,"LINESTRING (153.0409517 -27.4662584, 153.0409355 -27.4663159, 153.0409371 -27.4663845, 153.0411338 -27.4671044)",Moray Street,50,,
100928063,100928077,0,73532286,residential,,False,False,66.403,"LINESTRING (153.0413194 -27.4677559, 153.0414877 -27.4683341)",Moray Street,50,,
100928063,499943491,0,73532286,residential,,False,True,74.722,"LINESTRING (153.0413194 -27.4677559, 153.0411338 -27.4671044)",Moray Street,50,,
100928063,100928335,0,11346452,residential,,False,False,60.734,"LINESTRING (153.0413194 -27.4677559, 153.0412622 -27.4677705, 153.0412356 -27.467782, 153.0412018 -27.4677967, 153.0408847 -27.4681268)",Julius Street,,,
100928077,100928063,0,73532286,residential,,False,True,66.403,"LINESTRING (153.0414877 -27.4683341, 153.0413194 -27.4677559)",Moray Street,50,,
100928077,499943083,0,11346450,residential,,False,True,87.87899999999999,"LINESTRING (153.0414877 -27.4683341, 153.0415537 -27.4682751, 153.0420778 -27.4677423)",Langshaw Street,50,,
100928077,100928095,0,73532286,residential,,False,False,133.03,"LINESTRING (153.0414877 -27.4683341, 153.0415218 -27.4684125, 153.0417276 -27.4687016, 153.0422031 -27.4693462)",Moray Street,50,,
100928095,100928394,0,11346453,residential,,False,False,51.083,"LINESTRING (153.0422031 -27.4693462, 153.0422608 -27.4692873, 153.0423064 -27.4692408, 153.0425428 -27.4689995)",Moreton Street,50,,
100928095,21592072,0,73532286,residential,,False,False,129.974,"LINESTRING (153.0422031 -27.4693462, 153.0428886 -27.4702763, 153.0429241 -27.4703245)",Moray Street,50,,
100928095,100928077,0,73532286,residential,,False,True,133.03,"LINESTRING (153.0422031 -27.4693462, 153.0417276 -27.4687016, 153.0415218 -27.4684125, 153.0414877 -27.4683341)",Moray Street,50,,
100928118,100928410,0,11346464,tertiary,,False,True,51.515,"LINESTRING (153.0430735 -27.4703207, 153.0434143 -27.4699697)",Merthyr Road,50,,
100928202,100928218,0,15381720,residential,,False,False,125.91,"LINESTRING (153.0432444 -27.4665405, 153.0442035 -27.4672875)",Bowen Terrace,50,,
100928202,303299369,0,11346450,residential,,False,False,73.646,"LINESTRING (153.0432444 -27.4665405, 153.0432048 -27.4665814, 153.0431695 -27.4666167, 153.0430759 -27.4667103, 153.0427495 -27.4670363)",Langshaw Street,50,,
100928202,100927858,0,11346450,residential,,False,True,136.14700000000002,"LINESTRING (153.0432444 -27.4665405, 153.0432835 -27.4664982, 153.0433024 -27.4664787, 153.0433988 -27.4663786, 153.0436963 -27.4660805, 153.0439545 -27.4658072, 153.0440351 -27.4657125, 153.0440675 -27.4656784, 153.0440952 -27.4656493, 153.0441355 -27.465606)",Langshaw Street,50,,
100928202,11640495688,0,15381720,residential,,False,True,192.44,"LINESTRING (153.0432444 -27.4665405, 153.0420872 -27.4656443, 153.041847 -27.4654587, 153.0418208 -27.4654384, 153.0417744 -27.465403)",Bowen Terrace,50,,
100928218,100928237,0,15381720,residential,,False,False,49.907,"LINESTRING (153.0442035 -27.4672875, 153.0445864 -27.4675808)",Bowen Terrace,50,,
100928218,100928202,0,15381720,residential,,False,True,125.91,"LINESTRING (153.0442035 -27.4672875, 153.0432444 -27.4665405)",Bowen Terrace,50,,
100928218,100929041,0,11346453,residential,,False,False,68.502,"LINESTRING (153.0442035 -27.4672875, 153.0442462 -27.4672445, 153.0442678 -27.4672222, 153.0443638 -27.4671233, 153.0446584 -27.4668221)",Moreton Street,50,,
100928218,100928369,0,11346453,residential,,False,True,136.206,"LINESTRING (153.0442035 -27.4672875, 153.044165 -27.4673279, 153.044141 -27.4673529, 153.0440468 -27.4674506, 153.0432998 -27.4682135)",Moreton Street,50,,
100928237,100928218,0,15381720,residential,,False,True,49.907,"LINESTRING (153.0445864 -27.4675808, 153.0442035 -27.4672875)",Bowen Terrace,50,,
100928237,100928451,0,11346463,residential,,False,True,136.582,"LINESTRING (153.0445864 -27.4675808, 153.0445238 -27.4676455, 153.0436848 -27.4685129)",Amity Street,50,,
100928237,100928269,0,15381720,residential,,False,False,86.075,"LINESTRING (153.0445864 -27.4675808, 153.045067 -27.4679526, 153.0451825 -27.4680375, 153.0452111 -27.4680586, 153.0452443 -27.4680889)",Bowen Terrace,50,,
100928269,100929089,0,11346464,tertiary,,False,False,98.399,"LINESTRING (153.0452443 -27.4680889, 153.0445912 -27.4687577)",Merthyr Road,50,,
100928269,100929065,0,11346464,tertiary,,False,True,68.07,"LINESTRING (153.0452443 -27.4680889, 153.0453038 -27.4680277, 153.045695 -27.4676254)",Merthyr Road,50,,
100928269,100928288,0,13861118,residential,,False,False,243.095,"LINESTRING (153.0452443 -27.4680889, 153.0452768 -27.4681221, 153.0453082 -27.4681461, 153.0454174 -27.4682296, 153.0469139 -27.4693876, 153.0470244 -27.4694732, 153.0470466 -27.4694903, 153.0471094 -27.4695112)",Lower Bowen Terrace,50,,
100928269,100928237,0,15381720,residential,,False,True,86.075,"LINESTRING (153.0452443 -27.4680889, 153.0452111 -27.4680586, 153.0451825 -27.4680375, 153.045067 -27.4679526, 153.0445864 -27.4675808)",Bowen Terrace,50,,
100928288,100928997,0,11346477,tertiary,,False,False,99.658,"LINESTRING (153.0471094 -27.4695112, 153.0464502 -27.4701903)",Sydney Street,50,,
100928288,100929015,0,11346477,tertiary,,False,True,127.71000000000001,"LINESTRING (153.0471094 -27.4695112, 153.0475857 -27.4690194, 153.0478253 -27.4687718, 153.0478874 -27.4687089, 153.0479223 -27.4686707, 153.0479377 -27.4686539, 153.0479518 -27.4686392)",Sydney Street,50,,
100928288,100928269,0,13861118,residential,,False,True,243.095,"LINESTRING (153.0471094 -27.4695112, 153.0470466 -27.4694903, 153.0470244 -27.4694732, 153.0469139 -27.4693876, 153.0454174 -27.4682296, 153.0453082 -27.4681461, 153.0452768 -27.4681221, 153.0452443 -27.4680889)",Lower Bowen Terrace,50,,
100928335,100928063,0,11346452,residential,,False,True,60.733999999999995,"LINESTRING (153.0408847 -27.4681268, 153.0412018 -27.4677967, 153.0412356 -27.467782, 153.0412622 -27.4677705, 153.0413194 -27.4677559)",Julius Street,,,
100928352,100928369,0,11346453,residential,,False,False,60.532,"LINESTRING (153.0429014 -27.4686275, 153.0432998 -27.4682135)",Moreton Street,50,,
100928352,100928394,0,11346453,residential,,False,True,54.431,"LINESTRING (153.0429014 -27.4686275, 153.0425428 -27.4689995)",Moreton Street,50,,
100928352,100928385,0,11346455,residential,,False,False,135.639,"LINESTRING (153.0429014 -27.4686275, 153.0438931 -27.4693932, 153.0439362 -27.4694305)",Abbott Street,50,,
100928369,100928352,0,11346453,residential,,False,True,60.532,"LINESTRING (153.0432998 -27.4682135, 153.0429014 -27.4686275)",Moreton Street,50,,
100928369,100928451,0,11346461,residential,,False,False,50.509,"LINESTRING (153.0432998 -27.4682135, 153.0436848 -27.4685129)",Watson Street,50,,
100928369,100928218,0,11346453,residential,,False,False,136.206,"LINESTRING (153.0432998 -27.4682135, 153.0440468 -27.4674506, 153.044141 -27.4673529, 153.044165 -27.4673279, 153.0442035 -27.4672875)",Moreton Street,50,,
100928385,130087805,0,11346464,tertiary,,False,False,53.019,"LINESTRING (153.0439362 -27.4694305, 153.0435867 -27.4697927)",Merthyr Road,50,,
100928385,100928470,0,11346464,tertiary,,False,True,60.921,"LINESTRING (153.0439362 -27.4694305, 153.0443409 -27.4690167)",Merthyr Road,50,,
100928385,100928352,0,11346455,residential,,False,True,135.639,"LINESTRING (153.0439362 -27.4694305, 153.0438931 -27.4693932, 153.0429014 -27.4686275)",Abbott Street,50,,
100928394,100928352,0,11346453,residential,,False,False,54.431,"LINESTRING (153.0425428 -27.4689995, 153.0429014 -27.4686275)",Moreton Street,50,,
100928394,100928095,0,11346453,residential,,False,True,51.083,"LINESTRING (153.0425428 -27.4689995, 153.0423064 -27.4692408, 153.0422608 -27.4692873, 153.0422031 -27.4693462)",Moreton Street,50,,
100928394,100928410,0,11346457,residential,,False,False,139.384,"LINESTRING (153.0425428 -27.4689995, 153.04265 -27.4690776, 153.0429037 -27.4692699, 153.0429259 -27.46929, 153.0429445 -27.4693109, 153.0433349 -27.4698564, 153.0433807 -27.4699201, 153.0434143 -27.4699697)",Samuel Street,50,,
100928410,100928118,0,11346464,tertiary,,False,False,51.515,"LINESTRING (153.0434143 -27.4699697, 153.0430735 -27.4703207)",Merthyr Road,50,,
100928410,130087805,0,11346464,tertiary,,False,True,26.013,"LINESTRING (153.0434143 -27.4699697, 153.0435867 -27.4697927)",Merthyr Road,50,,
100928410,100928394,0,11346457,residential,,False,True,139.38400000000001,"LINESTRING (153.0434143 -27.4699697, 153.0433807 -27.4699201, 153.0433349 -27.4698564, 153.0429445 -27.4693109, 153.0429259 -27.46929, 153.0429037 -27.4692699, 153.04265 -27.4690776, 153.0425428 -27.4689995)",Samuel Street,50,,
100928451,100928369,0,11346461,residential,,False,True,50.509,"LINESTRING (153.0436848 -27.4685129, 153.0432998 -27.4682135)",Watson Street,50,,
100928451,100928470,0,11346461,residential,,False,False,85.60499999999999,"LINESTRING (153.0436848 -27.4685129, 153.0442972 -27.4689838, 153.0443409 -27.4690167)",Watson Street,50,,
100928451,100928237,0,11346463,residential,,False,False,136.582,"LINESTRING (153.0436848 -27.4685129, 153.0445238 -27.4676455, 153.0445864 -27.4675808)",Amity Street,50,,
100928470,100928385,0,11346464,tertiary,,False,False,60.921,"LINESTRING (153.0443409 -27.4690167, 153.0439362 -27.4694305)",Merthyr Road,50,,
100928470,100929089,0,11346464,tertiary,,False,True,37.937,"LINESTRING (153.0443409 -27.4690167, 153.0445912 -27.4687577)",Merthyr Road,50,,
100928470,100928451,0,11346461,residential,,False,True,85.60499999999999,"LINESTRING (153.0443409 -27.4690167, 153.0442972 -27.4689838, 153.0436848 -27.4685129)",Watson Street,50,,
100928997,100928288,0,11346477,tertiary,,False,True,99.658,"LINESTRING (153.0464502 -27.4701903, 153.0471094 -27.4695112)",Sydney Street,50,,
100928997,100929089,0,11346498,residential,,False,True,243.038,"LINESTRING (153.0464502 -27.4701903, 153.0463969 -27.4701627, 153.0462832 -27.4700732, 153.0446622 -27.4688142, 153.0446402 -27.4687971, 153.0445912 -27.4687577)",Mark Street,50,,
100929015,100928288,0,11346477,tertiary,,False,False,127.71000000000001,"LINESTRING (153.0479518 -27.4686392, 153.0479377 -27.4686539, 153.0479223 -27.4686707, 153.0478874 -27.4687089, 153.0478253 -27.4687718, 153.0475857 -27.4690194, 153.0471094 -27.4695112)",Sydney Street,50,,
100929015,100927922,0,11346493,secondary,roundabout,True,False,10.197,"LINESTRING (153.0479518 -27.4686392, 153.0479395 -27.4686245, 153.0479329 -27.4686071, 153.0479328 -27.4685887, 153.0479391 -27.4685713, 153.0479512 -27.4685564)",,50,1,
100929041,100927887,0,11346453,residential,,False,False,67.892,"LINESTRING (153.0446584 -27.4668221, 153.0449119 -27.4665582, 153.0450362 -27.4664187, 153.0450576 -27.4663947, 153.0450968 -27.4663516)",Moreton Street,50,,
100929041,100928218,0,11346453,residential,,False,True,68.502,"LINESTRING (153.0446584 -27.4668221, 153.0443638 -27.4671233, 153.0442678 -27.4672222, 153.0442462 -27.4672445, 153.0442035 -27.4672875)",Moreton Street,50,,
100929041,100929065,0,11346496,residential,,False,False,135.788,"LINESTRING (153.0446584 -27.4668221, 153.0447542 -27.466898, 153.0456273 -27.467573, 153.0456477 -27.4675888, 153.045695 -27.4676254)",Hazel Street,50,,
100929065,100928269,0,11346464,tertiary,,False,False,68.07,"LINESTRING (153.045695 -27.4676254, 153.0453038 -27.4680277, 153.0452443 -27.4680889)",Merthyr Road,50,,
100929065,100927898,0,11346464,tertiary,,False,True,68.472,"LINESTRING (153.045695 -27.4676254, 153.0460608 -27.4672492, 153.0460787 -27.4672312, 153.0461492 -27.4671598)",Merthyr Road,50,,
100929065,100929041,0,11346496,residential,,False,True,135.788,"LINESTRING (153.045695 -27.4676254, 153.0456477 -27.4675888, 153.0456273 -27.467573, 153.0447542 -27.466898, 153.0446584 -27.4668221)",Hazel Street,50,,
100929089,100928470,0,11346464,tertiary,,False,False,37.937,"LINESTRING (153.0445912 -27.4687577, 153.0443409 -27.4690167)",Merthyr Road,50,,
100929089,100928269,0,11346464,tertiary,,False,True,98.399,"LINESTRING (153.0445912 -27.4687577, 153.0452443 -27.4680889)",Merthyr Road,50,,
100929089,100928997,0,11346498,residential,,False,False,243.038,"LINESTRING (153.0445912 -27.4687577, 153.0446402 -27.4687971, 153.0446622 -27.4688142, 153.0462832 -27.4700732, 153.0463969 -27.4701627, 153.0464502 -27.4701903)",Mark Street,50,,
100950118,21616792,0,28994289,tertiary,,False,False,100.763,"LINESTRING (153.0403789 -27.4571106, 153.0411441 -27.4577107)",James Street,50,2,
100950120,228462766,0,27600523,residential,,False,False,161.086,"LINESTRING (153.0459102 -27.4629062, 153.0448224 -27.4639865)",Browne Street,,,
100950120,100950126,0,11348307,residential,,False,False,166.27200000000002,"LINESTRING (153.0459102 -27.4629062, 153.0459679 -27.4629517, 153.0471025 -27.463846, 153.0471701 -27.4638993)",Byram Street,,,
100950120,200802216,0,27600523,residential,,False,True,113.138,"LINESTRING (153.0459102 -27.4629062, 153.0466114 -27.4621819, 153.0466574 -27.4621344)",Browne Street,,,
100950126,100950173,0,11348309,residential,,False,False,34.695,"LINESTRING (153.0471701 -27.4638993, 153.0469402 -27.4641354)",Villiers Street,,,
100950126,100950170,0,11348309,residential,,False,True,44.145,"LINESTRING (153.0471701 -27.4638993, 153.0474647 -27.4636005)",Villiers Street,,,
100950126,100950120,0,11348307,residential,,False,True,166.272,"LINESTRING (153.0471701 -27.4638993, 153.0471025 -27.463846, 153.0459679 -27.4629517, 153.0459102 -27.4629062)",Byram Street,,,
100950129,100950195,0,11348318,tertiary,,False,False,76.554,"LINESTRING (153.0492079 -27.4640423, 153.049148 -27.464104, 153.0487012 -27.4645637)",Merthyr Road,50,,
100950129,170851355,0,11348318,tertiary,,False,True,100.833,"LINESTRING (153.0492079 -27.4640423, 153.0492657 -27.4639831, 153.0498772 -27.463357)",Merthyr Road,50,,
100950129,26336326,0,27600522,tertiary,,False,True,160.886,"LINESTRING (153.0492079 -27.4640423, 153.0491443 -27.4639926, 153.0480718 -27.463154, 153.0479845 -27.4630857)",James Street,,,
100950129,100950130,0,28977080,tertiary,,False,False,120.51299999999999,"LINESTRING (153.0492079 -27.4640423, 153.0492752 -27.4640946, 153.0496192 -27.4643615, 153.0500465 -27.4646931, 153.0501282 -27.4647549)",Lamington Street,,,
100950130,170851357,0,"[16555874, 11348319]",residential,,False,False,224.223,"LINESTRING (153.0501282 -27.4647549, 153.0506749 -27.464175, 153.050715 -27.4641284, 153.0507278 -27.4641136, 153.0507376 -27.4640966, 153.0507505 -27.4640401, 153.0507299 -27.4639696, 153.0505214 -27.4635007, 153.0504711 -27.4634561, 153.0504269 -27.4634169, 153.0501745 -27.4631824, 153.050107 -27.4631197)","['Welsby Street', 'Gray Street']",50,,
100950130,100950222,0,11348319,residential,,False,True,203.304,"LINESTRING (153.0501282 -27.4647549, 153.050069 -27.4647998, 153.0493363 -27.4655606, 153.048781 -27.4661373)",Welsby Street,50,,
100950130,318625631,0,28977080,tertiary,,False,False,118.25300000000001,"LINESTRING (153.0501282 -27.4647549, 153.0506801 -27.4651748, 153.0508867 -27.4653299, 153.0510361 -27.4654491)",Lamington Street,,,
100950130,100950129,0,28977080,tertiary,,False,True,120.513,"LINESTRING (153.0501282 -27.4647549, 153.0500465 -27.4646931, 153.0496192 -27.4643615, 153.0492752 -27.4640946, 153.0492079 -27.4640423)",Lamington Street,,,
100950140,100960142,0,13860917,residential,,False,False,147.195,"LINESTRING (153.051634 -27.4665264, 153.0506487 -27.4675204)",Dixon Street,,,
100950140,100950144,0,28977082,tertiary,,False,False,69.475,"LINESTRING (153.051634 -27.4665264, 153.0521602 -27.4669416)",Lamington Street,,,
100950140,318625191,0,11349439,residential,,True,False,208.96300000000002,"LINESTRING (153.051634 -27.4665264, 153.0521482 -27.465996, 153.0521697 -27.4659485, 153.0521735 -27.4658978, 153.0521564 -27.4658405, 153.0518141 -27.4655781, 153.0517479 -27.4655262, 153.0516851 -27.465496, 153.0516132 -27.4654798, 153.0515193 -27.4654648, 153.0514254 -27.4654628, 153.0511809 -27.4654799, 153.0511544 -27.4654835)",Refinery Parade,,,
100950140,318625624,0,28977082,tertiary,,False,True,121.32499999999999,"LINESTRING (153.051634 -27.4665264, 153.0514035 -27.4663353, 153.0511217 -27.4655636)",Lamington Street,,,
100950144,100950140,0,28977082,tertiary,,False,True,69.475,"LINESTRING (153.0521602 -27.4669416, 153.051634 -27.4665264)",Lamington Street,,,
100950144,130077597,0,41519542,tertiary,,False,False,85.88,"LINESTRING (153.0521602 -27.4669416, 153.0528101 -27.4674554)",Lamington Street,,,
