u,v,,,key,osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,width,ref,access
97797090,97797093,9779709097797093,#N/A,0,693488162,TRUE,,Μετσόβου,residential,FALSE,46.327,"LINESTRING (23.733335 37.9904581, 23.7328175 37.9905432)",,6,,
97797093,97797186,9779709397797186,#N/A,0,10972563,TRUE,,Ρεθύμνου,residential,FALSE,50.819,"LINESTRING (23.7328175 37.9905432, 23.7327041 37.990095)",,6,,
97797093,97797098,9779709397797098,#N/A,0,693488162,TRUE,,Μετσόβου,residential,FALSE,65.672,"LINESTRING (23.7328175 37.9905432, 23.7321603 37.9906512, 23.7320839 37.9906638)",,6,,
97797098,97797102,9779709897797102,#N/A,0,693488162,TRUE,,Μετσόβου,residential,FALSE,83.147,"LINESTRING (23.7320839 37.9906638, 23.7311551 37.9908165)",,6,,
97797098,358464213,97797098358464213,#N/A,0,31985292,TRUE,1,Μαυροματαίων,secondary,FALSE,53.54,"LINESTRING (23.7320839 37.9906638, 23.7321872 37.9910812, 23.7322008 37.9911364)",,7,,
97797102,515962403,97797102515962403,#N/A,0,243850915,TRUE,2,Πατησίων,primary,FALSE,53.781000000000006,"LINESTRING (23.7311551 37.9908165, 23.731226 37.9910934, 23.7312353 37.9911296, 23.7312765 37.9912906)",,,ΕΟ1,
97797184,97797196,9779718497797196,#N/A,0,31985292,TRUE,1,Μαυροματαίων,secondary,FALSE,47.081,"LINESTRING (23.7318686 37.9897925, 23.7319713 37.9902081)",,7,,
97797184,97797191,9779718497797191,#N/A,0,"[741721488, 738028726]",TRUE,,Βασιλέως Ηρακλείου,tertiary,FALSE,65.22200000000001,"LINESTRING (23.7318686 37.9897925, 23.732338 37.9897198, 23.7325989 37.9896795)",,8,,
97797186,97797196,9779718697797196,9779718697797196,0,10972564,FALSE,,Κυβέλης,residential,FALSE,65.439,"LINESTRING (23.7327041 37.990095, 23.7319713 37.9902081)",,,,
97797186,97797191,9779718697797191,#N/A,0,10972563,TRUE,,Ρεθύμνου,residential,FALSE,47.112,"LINESTRING (23.7327041 37.990095, 23.7326226 37.9897732, 23.7325989 37.9896795)",,6,,
97797191,97797197,9779719197797197,#N/A,0,"[243850918, 738028726]",TRUE,,Βασιλέως Ηρακλείου,tertiary,FALSE,46.575,"LINESTRING (23.7325989 37.9896795, 23.7327836 37.9896509, 23.7331204 37.9895988)",,8,,
97797196,97797186,9779719697797186,9779719697797186,0,10972564,FALSE,,Κυβέλης,residential,TRUE,65.439,"LINESTRING (23.7319713 37.9902081, 23.7327041 37.990095)",,,,
97797196,97797098,9779719697797098,#N/A,0,31985292,TRUE,1,Μαυροματαίων,secondary,FALSE,51.623,"LINESTRING (23.7319713 37.9902081, 23.7320839 37.9906638)",,7,,
97797197,97788219,9779719797788219,#N/A,0,243850918,TRUE,,Βασιλέως Ηρακλείου,tertiary,FALSE,47.159,"LINESTRING (23.7331204 37.9895988, 23.7333833 37.9895582, 23.7335433 37.9895334, 23.7335861 37.989519, 23.7336336 37.9894893)",,8,,
97834703,97839373,9783470397839373,9783470397839373,0,48820562,FALSE,2,Λιοσίων,secondary,TRUE,16.698999999999998,"LINESTRING (23.7248781 37.9890808, 23.7249248 37.9890154, 23.7249715 37.9889499)",30,,,
97834761,8253823131,978347618253823131,#N/A,0,838111477,TRUE,2,Μάρνη,secondary,FALSE,11.855,"LINESTRING (23.7264514 37.9870356, 23.7263633 37.9869547)",,,,
97834765,95663524,9783476595663524,#N/A,0,10976009,TRUE,,Σωνιέρου,residential,FALSE,47.75,"LINESTRING (23.7248767 37.9877534, 23.7247626 37.9873335)",,,,
97834765,95663499,9783476595663499,9783476595663499,0,10976012,FALSE,,Βατσαξή,residential,FALSE,75.731,"LINESTRING (23.7248767 37.9877534, 23.7257222 37.9876127)",,,,
97834824,97834765,9783482497834765,#N/A,0,10976009,TRUE,,Σωνιέρου,residential,FALSE,47.71,"LINESTRING (23.724988 37.9881734, 23.7248767 37.9877534)",,,,
97834824,97834834,9783482497834834,#N/A,0,11031664,TRUE,,Κωσταντίνου Παλαιολόγου,residential,FALSE,66.841,"LINESTRING (23.724988 37.9881734, 23.7257326 37.9880432)",,,,
97834829,97834834,9783482997834834,#N/A,0,10741754,TRUE,2,Λιοσίων,secondary,FALSE,93.292,"LINESTRING (23.72514 37.98874, 23.7254272 37.9884163, 23.7254362 37.9884053, 23.7257326 37.9880432)",30,,,
97834829,97834824,9783482997834824,#N/A,0,10976009,TRUE,,Σωνιέρου,residential,FALSE,64.396,"LINESTRING (23.72514 37.98874, 23.725127 37.9886917, 23.7250341 37.9883452, 23.724988 37.9881734)",,,,
97834834,95663474,9783483495663474,#N/A,0,10741754,TRUE,2,Λιοσίων,secondary,FALSE,22.332,"LINESTRING (23.7257326 37.9880432, 23.7257798 37.9880007, 23.7258375 37.9879454, 23.7258952 37.9878886)",30,,,
97834909,633562896,97834909633562896,#N/A,0,11031664,TRUE,,Κωσταντίνου Παλαιολόγου,residential,FALSE,26.873,"LINESTRING (23.7239184 37.9883597, 23.7242178 37.9883075)",,,,
97834909,97839355,9783490997839355,#N/A,0,10976420,TRUE,,Ακομινάτου,residential,FALSE,48.004999999999995,"LINESTRING (23.7239184 37.9883597, 23.723953 37.9884781, 23.7240414 37.9887804)",,,,
97835127,97834909,9783512797834909,#N/A,0,10976420,TRUE,,Ακομινάτου,residential,FALSE,47.708,"LINESTRING (23.7237962 37.9879416, 23.7239184 37.9883597)",,,,
97839355,97839357,9783935597839357,#N/A,0,10976420,TRUE,,Ακομινάτου,residential,FALSE,12.631,"LINESTRING (23.7240414 37.9887804, 23.7240737 37.9888911)",,,,
97839357,97839373,9783935797839373,#N/A,0,10976427,TRUE,,Σαχίνη,residential,FALSE,79.163,"LINESTRING (23.7240737 37.9888911, 23.7247814 37.988916, 23.7249099 37.9889389, 23.7249715 37.9889499)",,,,
97839373,97834703,9783937397834703,9783937397834703,0,48820562,FALSE,2,Λιοσίων,secondary,FALSE,16.698999999999998,"LINESTRING (23.7249715 37.9889499, 23.7249248 37.9890154, 23.7248781 37.9890808)",30,,,
97839373,8212395769,978393738212395769,978393738212395769,0,48820562,FALSE,2,Λιοσίων,secondary,TRUE,9.792,"LINESTRING (23.7249715 37.9889499, 23.7250002 37.9889121, 23.7250288 37.9888743)",30,,,
97846089,97846098,9784608997846098,#N/A,0,10976970,TRUE,,Λυκούργου,residential,FALSE,48.996,"LINESTRING (23.7264693 37.9828872, 23.727019 37.982807)",,,,
98303817,95663502,9830381795663502,#N/A,0,1098831917,TRUE,1,Φαβιέρου,residential,FALSE,41.413999999999994,"LINESTRING (23.7245984 37.9867215, 23.725007 37.9866624, 23.7250632 37.9866543)",,8.9,,
250691664,250702474,250691664250702474,#N/A,0,"[225906203, 51249283, 225906204]",TRUE,1,Αρσάκη,residential,FALSE,117.66799999999999,"LINESTRING (23.7302053 37.9816631, 23.7303172 37.9816947, 23.7303352 37.9817042, 23.730767 37.981928, 23.7312271 37.9821731, 23.7313381 37.9822263)",,3,,
250691664,250691665,250691664250691665,#N/A,0,284241336,TRUE,3,Σταδίου,primary,FALSE,101.10200000000002,"LINESTRING (23.7302053 37.9816631, 23.7303944 37.9814678, 23.7304209 37.9814364, 23.7307126 37.9810895, 23.7307993 37.9809864, 23.7308116 37.9809717, 23.7308595 37.9809147)",,,ΕΟ1,
250691665,250691666,250691665250691666,#N/A,0,284241336,TRUE,3,Σταδίου,primary,FALSE,114.85000000000001,"LINESTRING (23.7308595 37.9809147, 23.73148 37.9801769, 23.7314913 37.9801635, 23.7315863 37.9800553)",,,ΕΟ1,
250691665,6376633339,2506916656376633339,#N/A,0,1098886968,TRUE,1,Πεσμαζόγλου,tertiary,FALSE,76.57400000000001,"LINESTRING (23.7308595 37.9809147, 23.7307835 37.9808751, 23.7302236 37.9805828, 23.7301904 37.9805789, 23.7301146 37.9805914)",,,,
250691666,250709582,250691666250709582,#N/A,0,52493742,TRUE,3,Σταδίου,primary,FALSE,91.842,"LINESTRING (23.7315863 37.9800553, 23.7317162 37.979896, 23.7319804 37.9795818, 23.7321624 37.9793654)",,,ΕΟ1,
250691668,250698924,250691668250698924,#N/A,0,23183271,TRUE,,Εδουάρδου Λω,residential,FALSE,119.49,"LINESTRING (23.7327189 37.9787013, 23.7336538 37.9792412, 23.733687 37.9792599, 23.73382 37.9793349)",,6,,
250691668,807999510,250691668807999510,#N/A,0,51249356,TRUE,,Χρήστου Λαδά,residential,FALSE,54.024,"LINESTRING (23.7327189 37.9787013, 23.7326408 37.978658, 23.7322178 37.9784184)",,,,
250691668,250691669,250691668250691669,#N/A,0,704293239,TRUE,3,Σταδίου,primary,FALSE,82.102,"LINESTRING (23.7327189 37.9787013, 23.7331314 37.978191, 23.7331607 37.9781547, 23.733224 37.9780795)",,,ΕΟ1,
250691669,250691670,250691669250691670,#N/A,0,299506410,TRUE,3,Σταδίου,primary,FALSE,78.13300000000001,"LINESTRING (23.733224 37.9780795, 23.7334356 37.9778312, 23.7334512 37.9778129, 23.7336461 37.9775975, 23.7336669 37.9775725, 23.7337272 37.9774996)",,,ΕΟ1,
250691670,250691723,250691670250691723,#N/A,0,"[23183808, 921453820]",TRUE,3,Αμερικής,tertiary,FALSE,120.25500000000001,"LINESTRING (23.7337272 37.9774996, 23.7337999 37.9775377, 23.7340637 37.9776738, 23.7340981 37.9776916, 23.7346859 37.977996, 23.7347453 37.9780268, 23.7347879 37.9780489, 23.7348738 37.9780935)",,,,
250691670,42240105,25069167042240105,#N/A,0,"[789798944, 207979572, 401608893]",TRUE,3,Σταδίου,primary,FALSE,164.564,"LINESTRING (23.7337272 37.9774996, 23.7340839 37.9770782, 23.7343545 37.9767585, 23.7343863 37.9767209, 23.734435 37.9766622, 23.7344574 37.9766165, 23.7344685 37.9765823, 23.7344673 37.9765445, 23.7344311 37.9764027, 23.7344138 37.9763347, 23.7344026 37.976291, 23.7343793 37.9761998)",,,ΕΟ1,
250691723,250691755,250691723250691755,#N/A,0,207979566,TRUE,2,Αμερικής,tertiary,FALSE,169.13099999999997,"LINESTRING (23.7348738 37.9780935, 23.7349831 37.9781499, 23.7351379 37.9782301, 23.7353279 37.9783285, 23.7359395 37.9786452, 23.7361586 37.9787586, 23.7363773 37.9788719, 23.7363911 37.978879, 23.7364867 37.9789285)",,,,
250691723,250691724,250691723250691724,#N/A,0,207979569,TRUE,5,Πανεπιστημίου,primary,FALSE,79.621,"LINESTRING (23.7348738 37.9780935, 23.7344379 37.978607, 23.7344107 37.978639, 23.7343686 37.9786886)",50,,,
250691724,250698924,250691724250698924,#N/A,0,207979569,TRUE,5,Πανεπιστημίου,primary,FALSE,86.467,"LINESTRING (23.7343686 37.9786886, 23.7339627 37.9791668, 23.73382 37.9793349)",50,,,
250691724,250691669,250691724250691669,#N/A,0,"[295081898, 299510530]",TRUE,,Ομήρου,residential,FALSE,121.07900000000001,"LINESTRING (23.7343686 37.9786886, 23.7342842 37.9786445, 23.7342382 37.9786162, 23.7336929 37.9783236, 23.7333584 37.9781441, 23.7333252 37.9781263, 23.733224 37.9780795)",,5,,
250691739,250691794,250691739250691794,#N/A,0,299644700,TRUE,4,Ακαδημίας,secondary,FALSE,49.807,"LINESTRING (23.7372101 37.978045, 23.7375028 37.9776989, 23.7375253 37.9776723)",,,,
250691741,300401174,250691741300401174,#N/A,0,734707701,TRUE,2,Σόλωνος,secondary,FALSE,48.165,"LINESTRING (23.7382559 37.9785906, 23.73796 37.9789556)",,,,
250691741,300401270,250691741300401270,#N/A,0,393398564,TRUE,,Βουκουρεστίου,residential,FALSE,56.717999999999996,"LINESTRING (23.7382559 37.9785906, 23.7382452 37.978585, 23.7377161 37.9783093)",,,,
250691753,10134034294,25069175310134034294,#N/A,0,734707701,TRUE,2,Σόλωνος,secondary,FALSE,82.287,"LINESTRING (23.73754 37.9794738, 23.7370606 37.9800652, 23.7370565 37.9800702, 23.7370345 37.9800974)",,,,
250691755,300401360,250691755300401360,#N/A,0,23182796,TRUE,2,Λυκαβηττού,tertiary,FALSE,55.287000000000006,"LINESTRING (23.7364867 37.9789285, 23.7365236 37.9789476, 23.7368166 37.9790994, 23.7370139 37.9792015)",,,,
250691755,250692359,250691755250692359,#N/A,0,299644700,TRUE,4,Ακαδημίας,secondary,FALSE,70.184,"LINESTRING (23.7364867 37.9789285, 23.7365012 37.978911, 23.7369241 37.9783998)",,,,
250691793,250692062,250691793250692062,#N/A,0,23182837,TRUE,,Πινδάρου,residential,FALSE,52.148,"LINESTRING (23.7376587 37.9775113, 23.7377084 37.9775376, 23.7381525 37.9777729)",,,,
250691793,6220792260,2506917936220792260,#N/A,0,299644700,TRUE,4,Ακαδημίας,secondary,FALSE,29.006,"LINESTRING (23.7376587 37.9775113, 23.7377737 37.9773717, 23.7378019 37.9773376, 23.7378391 37.9772926)",,,,
250691794,250691793,250691794250691793,#N/A,0,299644700,TRUE,4,Ακαδημίας,secondary,FALSE,21.382,"LINESTRING (23.7375253 37.9776723, 23.7376587 37.9775113)",,,,
250691827,3339821648,2506918273339821648,#N/A,0,167920360,TRUE,4,Πανεπιστημίου,primary,FALSE,42.937,"LINESTRING (23.7358438 37.9765, 23.7358752 37.9767127, 23.7358882 37.9768844)",50,,,
250691847,2511789008,2506918472511789008,#N/A,0,"[5656636, 624053070]",TRUE,3,"['Πανεπιστημίου', 'Βασιλίσσης Αμαλίας']",primary,FALSE,17.314,"LINESTRING (23.7357767 37.9759484, 23.7357859 37.9760241, 23.73579 37.9760578, 23.7357956 37.9761034)",30,,,
250691847,954712407,250691847954712407,#N/A,0,"[23182816, 909651171]",TRUE,1,Βασιλίσσης Σοφίας,primary_link,FALSE,37.937,"LINESTRING (23.7357767 37.9759484, 23.735835 37.9760118, 23.7358643 37.9760393, 23.7359137 37.9760822, 23.7359789 37.97612, 23.7360383 37.9761451, 23.7360978 37.9761678)",,,ΕΟ54,
250692062,250692063,250692062250692063,#N/A,0,23182837,TRUE,,Πινδάρου,residential,FALSE,56.586000000000006,"LINESTRING (23.7381525 37.9777729, 23.7386025 37.9780113, 23.7386759 37.9780502, 23.7386883 37.9780568)",,,,
250692063,250691741,250692063250691741,#N/A,0,734707701,TRUE,2,Σόλωνος,secondary,FALSE,70.424,"LINESTRING (23.7386883 37.9780568, 23.7382957 37.9785415, 23.7382779 37.9785634, 23.7382559 37.9785906)",,,,
250692359,300401271,250692359300401271,#N/A,0,23182843,TRUE,1,Δημοκρίτου,residential,FALSE,52.655,"LINESTRING (23.7369241 37.9783998, 23.7374206 37.9786664)",,,,
250692359,250691739,250692359250691739,#N/A,0,299644700,TRUE,4,Ακαδημίας,secondary,FALSE,46.753,"LINESTRING (23.7369241 37.9783998, 23.7369986 37.9783094, 23.737144 37.9781336, 23.7371551 37.9781201, 23.7372101 37.978045)",,,,
250692405,250692063,250692405250692063,#N/A,0,734707701,TRUE,2,Σόλωνος,secondary,FALSE,55.287,"LINESTRING (23.7390281 37.9776379, 23.7386883 37.9780568)",,,,
250698924,250698926,250698924250698926,#N/A,0,"[168914464, 167907746]",TRUE,"['4', '5']",Πανεπιστημίου,primary,FALSE,238.484,"LINESTRING (23.73382 37.9793349, 23.7334103 37.9798033, 23.7333775 37.9798408, 23.7332423 37.9799879, 23.7332158 37.9800167, 23.7330411 37.9802254, 23.7330067 37.9802647, 23.7329118 37.9803732, 23.7326551 37.9806755, 23.7323758 37.9810044, 23.732334 37.9810537, 23.7322884 37.9811074)",50,,,
250698926,250699982,250698926250699982,#N/A,0,704293238,TRUE,4,Πανεπιστημίου,primary,FALSE,51.279,"LINESTRING (23.7322884 37.9811074, 23.7321995 37.981212, 23.7319629 37.9814906)",50,,,
250699359,8446047162,2506993598446047162,#N/A,0,32015255,TRUE,2,Ασκληπιού,tertiary,FALSE,113.90500000000002,"LINESTRING (23.734332 37.9815409, 23.7343589 37.9815545, 23.7351719 37.9819671, 23.7353606 37.9820628, 23.7354054 37.9820853, 23.735425 37.9820951)",,,,
250699359,10174555843,25069935910174555843,#N/A,0,"[751068056, 167907737, 316770031]",TRUE,4,Ακαδημίας,secondary,FALSE,171.203,"LINESTRING (23.734332 37.9815409, 23.7344009 37.981452, 23.7344784 37.9813583, 23.7345745 37.9812419, 23.7346074 37.9812021, 23.73471 37.9810688, 23.7348787 37.980874, 23.7349141 37.9808312, 23.735283 37.9803849, 23.7353546 37.9802983, 23.735395 37.9802494)",40,,,
250699362,599116897,250699362599116897,#N/A,0,260124786,TRUE,2,Ακαδημίας,secondary,FALSE,61.63,"LINESTRING (23.7332314 37.9829088, 23.733269 37.9828629, 23.7336127 37.9824431)",,,,
250699362,250708641,250699362250708641,#N/A,0,260124787,TRUE,2,Χαριλάου Τρικούπη,tertiary,FALSE,112.553,"LINESTRING (23.7332314 37.9829088, 23.7333026 37.9829461, 23.7336882 37.9831445, 23.7342473 37.9834285, 23.7342965 37.9834553, 23.7343073 37.9834614)",30,,,
250699612,250709162,250699612250709162,250699612250709162,0,1248813142,FALSE,1,Πλατεία Κωστή Παλαμά,residential,FALSE,62.885,"LINESTRING (23.7338204 37.9818966, 23.7342104 37.9814219)",,,,
250699612,250698926,250699612250698926,#N/A,0,1058105332,TRUE,2,Ιπποκράτους,tertiary,FALSE,160.43800000000002,"LINESTRING (23.7338204 37.9818966, 23.7337299 37.9818514, 23.7334259 37.9816964, 23.73317 37.9815571, 23.7330237 37.9814796, 23.7329583 37.9814449, 23.7328704 37.9813979, 23.7327428 37.9813335, 23.7324799 37.9811976, 23.7324385 37.9811768, 23.7322884 37.9811074)",,,,
250699613,250699612,250699613250699612,#N/A,0,168914460,TRUE,2,Ιπποκράτους,tertiary,FALSE,17.644,"LINESTRING (23.7339908 37.9819811, 23.7338204 37.9818966)",,,,
250699613,250699359,250699613250699359,#N/A,0,168914459,TRUE,4,Ακαδημίας,secondary,FALSE,57.374,"LINESTRING (23.7339908 37.9819811, 23.7342236 37.9816873, 23.7342563 37.9816386, 23.7342821 37.9816053, 23.734332 37.9815409)",40,,,
250699711,250708641,250699711250708641,#N/A,0,259803255,TRUE,2,Σόλωνος,secondary,FALSE,61.903,"LINESTRING (23.7346918 37.9829944, 23.7343616 37.9833954, 23.7343478 37.9834122, 23.7343073 37.9834614)",,,,
250699711,250699973,250699711250699973,#N/A,0,634252646,TRUE,1,Μαυρομιχάλη,residential,FALSE,90.44399999999999,"LINESTRING (23.7346918 37.9829944, 23.7347064 37.9830018, 23.7355153 37.9834109, 23.7355592 37.983435)",,5,,
250699982,250691665,250699982250691665,#N/A,0,23183369,TRUE,1,Πεσμαζόγλου,tertiary,FALSE,115.988,"LINESTRING (23.7319629 37.9814906, 23.7318516 37.9814325, 23.7310745 37.9810269, 23.7309669 37.9809707, 23.7309514 37.9809627, 23.7308595 37.9809147)",,6,,
250699982,250699983,250699982250699983,#N/A,0,207891571,TRUE,4,Πανεπιστημίου,primary,FALSE,70.378,"LINESTRING (23.7319629 37.9814906, 23.731919 37.9815422, 23.73159 37.9819298, 23.7315609 37.981964, 23.7315163 37.9820166)",50,,,
250699983,250702474,250699983250702474,250699983250702474,0,168904430,FALSE,4,Πανεπιστημίου,primary,FALSE,28.065,"LINESTRING (23.7315163 37.9820166, 23.7313381 37.9822263)",50,,,
250699983,250699984,250699983250699984,#N/A,0,23183371,TRUE,2,Χαριλάου Τρικούπη,tertiary,FALSE,82.52699999999999,"LINESTRING (23.7315163 37.9820166, 23.7316283 37.9820738, 23.7318306 37.9821775, 23.7321909 37.9823624, 23.7323057 37.9824212)",30,,,
250699984,250708099,250699984250708099,#N/A,0,23183939,TRUE,,Φειδίου,residential,FALSE,49.814,"LINESTRING (23.7323057 37.9824212, 23.7319847 37.9827909)",,,,
250699984,250699362,250699984250699362,#N/A,0,23183371,TRUE,2,Χαριλάου Τρικούπη,tertiary,FALSE,97.581,"LINESTRING (23.7323057 37.9824212, 23.7328491 37.9827067, 23.7331183 37.9828491, 23.7331571 37.9828696, 23.7332314 37.9829088)",30,,,
250700083,250708099,250700083250708099,#N/A,0,23183940,TRUE,,Γεωργίου Γενναδίου,residential,FALSE,99.045,"LINESTRING (23.7329218 37.9832887, 23.732841 37.9832436, 23.7325512 37.9830904, 23.7321501 37.9828784, 23.7319847 37.9827909)",,3,,
250700083,250699362,250700083250699362,#N/A,0,52493436,TRUE,2,Ακαδημίας,secondary,FALSE,50.206999999999994,"LINESTRING (23.7329218 37.9832887, 23.7331673 37.9829871, 23.7331882 37.9829616, 23.7332314 37.9829088)",,,,
250700084,250700083,250700084250700083,#N/A,0,52493436,TRUE,2,Ακαδημίας,secondary,FALSE,115.003,"LINESTRING (23.7322095 37.9841573, 23.7324558 37.9838563, 23.732524 37.983773, 23.7326909 37.9835692, 23.7328544 37.9833694, 23.7328743 37.9833451, 23.7329218 37.9832887)",,,,
250700084,388172051,250700084388172051,#N/A,0,636473899,TRUE,1,Εμμανουήλ Μπενάκη,residential,FALSE,43.455,"LINESTRING (23.7322095 37.9841573, 23.7322373 37.9841722, 23.7322548 37.9841815, 23.7326199 37.9843766)",,4,,
250700085,250700084,250700085250700084,#N/A,0,52493436,TRUE,2,Ακαδημίας,secondary,FALSE,77.438,"LINESTRING (23.7317305 37.9847425, 23.7321212 37.9842652, 23.7321928 37.9841776, 23.7322095 37.9841573)",,,,
250700085,250707871,250700085250707871,#N/A,0,601303882,TRUE,,Θεμιστοκλέους,residential,FALSE,88.189,"LINESTRING (23.7317305 37.9847425, 23.73168 37.9847157, 23.7312203 37.984473, 23.7308945 37.9843011)",,,,
250700142,250700344,250700142250700344,#N/A,0,207971475,TRUE,3,Σταδίου,primary,FALSE,38.441,"LINESTRING (23.7291536 37.9829031, 23.7293886 37.9826112)",,,ΕΟ1,
250700248,250700343,250700248250700343,#N/A,0,636473899,TRUE,1,Εμμανουήλ Μπενάκη,residential,FALSE,79.297,"LINESTRING (23.7304891 37.9832261, 23.7305703 37.9832813, 23.7309775 37.9834989, 23.7312304 37.9836341)",,4,,
250700248,250714051,250700248250714051,#N/A,0,"[1101347640, 310790356, 702080078, 601303884]",TRUE,4,Πανεπιστημίου,primary,FALSE,132.073,"LINESTRING (23.7304891 37.9832261, 23.7303534 37.9833821, 23.7303289 37.983412, 23.7302408 37.9835196, 23.7301948 37.9835758, 23.7301287 37.9836541, 23.730077 37.9837153, 23.7300462 37.9837446, 23.7300193 37.9837667, 23.7299925 37.9837869, 23.7299604 37.9838079, 23.7299212 37.9838237, 23.7298932 37.983832, 23.7298448 37.983843, 23.7295445 37.9838894, 23.7294754 37.9839, 23.7293833 37.983919)",50,,,
250700339,250706959,250700339250706959,#N/A,0,601290889,TRUE,2,Σόλωνος,secondary,FALSE,76.849,"LINESTRING (23.7332879 37.9847331, 23.7328196 37.9853174)",,,,
250700339,364104830,250700339364104830,#N/A,0,636473899,TRUE,1,Εμμανουήλ Μπενάκη,residential,FALSE,66.702,"LINESTRING (23.7332879 37.9847331, 23.7332982 37.9847384, 23.7339253 37.9850609)",,4,,
250700341,250707871,250700341250707871,#N/A,0,23183931,TRUE,,Νικηταρά,residential,FALSE,89.512,"LINESTRING (23.7318096 37.9839436, 23.7308945 37.9843011)",,,,
250700341,250700084,250700341250700084,#N/A,0,636473899,TRUE,1,Εμμανουήλ Μπενάκη,residential,FALSE,42.343999999999994,"LINESTRING (23.7318096 37.9839436, 23.732091 37.984094, 23.7321365 37.9841183, 23.7322095 37.9841573)",,4,,
250700343,250708051,250700343250708051,#N/A,0,636473899,TRUE,1,Εμμανουήλ Μπενάκη,residential,FALSE,4.891,"LINESTRING (23.7312304 37.9836341, 23.7312812 37.9836523)",,4,,
250700344,250691664,250700344250691664,#N/A,0,207971475,TRUE,3,Σταδίου,primary,FALSE,127.439,"LINESTRING (23.7293886 37.9826112, 23.7299078 37.9820113, 23.7300066 37.9818879, 23.7301235 37.9817545, 23.7301633 37.9817101, 23.7301804 37.9816909, 23.7302053 37.9816631)",,,ΕΟ1,
250700344,250700248,250700344250700248,#N/A,0,636473899,TRUE,1,Εμμανουήλ Μπενάκη,residential,FALSE,118.28099999999998,"LINESTRING (23.7293886 37.9826112, 23.7294614 37.9826539, 23.7299847 37.9829605, 23.7301347 37.983033, 23.7302769 37.9831105, 23.7303166 37.9831321, 23.7304891 37.9832261)",,4,,
250702474,250699983,250702474250699983,250702474250699983,0,168904430,FALSE,4,Πανεπιστημίου,primary,TRUE,28.065,"LINESTRING (23.7313381 37.9822263, 23.7315163 37.9820166)",50,,,
250702474,250700248,250702474250700248,#N/A,0,284241337,TRUE,4,Πανεπιστημίου,primary,FALSE,133.777,"LINESTRING (23.7313381 37.9822263, 23.7313097 37.9822597, 23.7310169 37.9826046, 23.7309746 37.9826544, 23.7306433 37.9830445, 23.7305475 37.9831574, 23.7305314 37.9831763, 23.7304891 37.9832261)",50,,,
250706414,250691670,250706414250691670,#N/A,0,219362015,TRUE,1,Κολοκοτρώνη,residential,FALSE,80.438,"LINESTRING (23.732875 37.977355, 23.7331462 37.9773196, 23.733164 37.9773173, 23.7332469 37.9773155, 23.7333231 37.9773205, 23.7334044 37.9773456, 23.7336007 37.9774488, 23.733617 37.9774574, 23.7337272 37.9774996)",,,,
250706958,388172056,250706958388172056,#N/A,0,23183949,TRUE,,Ζωοδόχου Πηγής,residential,FALSE,35.547999999999995,"LINESTRING (23.7340111 37.9838309, 23.7339953 37.983822, 23.7336753 37.9836516)",,,,
250706958,388172075,250706958388172075,#N/A,0,601290889,TRUE,2,Σόλωνος,secondary,FALSE,87.07,"LINESTRING (23.7340111 37.9838309, 23.733819 37.9840706, 23.7335786 37.9843705, 23.7334805 37.9844929)",,,,
