u,v,,,key,osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,width,ref,access
250706959,388172083,250706959388172083,#N/A,0,601303882,TRUE,,Θεμιστοκλέους,residential,FALSE,65.98400000000001,"LINESTRING (23.7328196 37.9853174, 23.7327828 37.985298, 23.7323173 37.985052, 23.7321942 37.984987)",,,,
250707871,250700343,250707871250700343,#N/A,0,"[601303882, 23183922]",TRUE,,"['Θεμιστοκλέους', 'Γαμβέτα']",residential,FALSE,97.841,"LINESTRING (23.7308945 37.9843011, 23.730707 37.9842021, 23.730942 37.9839447, 23.7310634 37.9838117, 23.7312304 37.9836341)",,,,
250708051,250700341,250708051250700341,#N/A,0,636473899,TRUE,1,Εμμανουήλ Μπενάκη,residential,FALSE,56.516000000000005,"LINESTRING (23.7312812 37.9836523, 23.7316885 37.9838789, 23.7318096 37.9839436)",,4,,
250708099,250708051,250708099250708051,#N/A,0,23183939,TRUE,,Φειδίου,residential,FALSE,113.912,"LINESTRING (23.7319847 37.9827909, 23.7319083 37.9828846, 23.7316281 37.9832284, 23.7312812 37.9836523)",,,,
250708522,364104825,250708522364104825,#N/A,0,23183949,TRUE,,Ζωοδόχου Πηγής,residential,FALSE,25.537,"LINESTRING (23.7348571 37.9842915, 23.7346288 37.9841488)",,,,
250708522,250708556,250708522250708556,#N/A,0,23183364,TRUE,,Ναυαρίνου,residential,FALSE,51.483999999999995,"LINESTRING (23.7348571 37.9842915, 23.7351509 37.9839534, 23.7351894 37.9839097)",,,,
250708556,250699973,250708556250699973,#N/A,0,636757315,TRUE,1,Ναυαρίνου,tertiary,FALSE,61.94,"LINESTRING (23.7351894 37.9839097, 23.7355592 37.983435)",,,,
250708641,250708556,250708641250708556,#N/A,0,601290888,TRUE,2,Χαριλάου Τρικούπη,tertiary,FALSE,91.99000000000001,"LINESTRING (23.7343073 37.9834614, 23.734326 37.983471, 23.7349073 37.9837699, 23.735142 37.9838862, 23.7351894 37.9839097)",30,,,
250708641,250706958,250708641250706958,#N/A,0,601290889,TRUE,2,Σόλωνος,secondary,FALSE,48.599999999999994,"LINESTRING (23.7343073 37.9834614, 23.7342541 37.9835278, 23.7340318 37.9838051, 23.7340262 37.9838121, 23.7340111 37.9838309)",,,,
250709162,250699359,250709162250699359,#N/A,0,749160929,TRUE,2,Ρήγα Φεραίου,tertiary,FALSE,16.99,"LINESTRING (23.7342104 37.9814219, 23.734332 37.9815409)",,,,
250709162,250699612,250709162250699612,250709162250699612,0,1248813142,FALSE,1,Πλατεία Κωστή Παλαμά,residential,TRUE,62.885,"LINESTRING (23.7342104 37.9814219, 23.7338204 37.9818966)",,,,
250709162,11271557478,25070916211271557478,25070916211271557478,0,"[1248813143, 23183967]",FALSE,1,Πλατεία Κωστή Παλαμά,residential,FALSE,166.641,"LINESTRING (23.7342104 37.9814219, 23.7342711 37.9813446, 23.734708 37.9808279, 23.7347693 37.9807557, 23.7352717 37.9801786)",,6,,
250709582,250691668,250709582250691668,#N/A,0,52493741,TRUE,3,Σταδίου,primary,FALSE,88.5,"LINESTRING (23.7321624 37.9793654, 23.7321994 37.9793224, 23.732239 37.9792743, 23.7326576 37.9787765, 23.7327189 37.9787013)",,,ΕΟ1,
250712701,250706959,250712701250706959,#N/A,0,32357785,TRUE,1,Θεμιστοκλέους,tertiary,FALSE,56.092,"LINESTRING (23.7333508 37.9855988, 23.732826 37.9853208, 23.7328196 37.9853174)",30,,,
250713331,97788855,25071333197788855,#N/A,0,601294001,TRUE,1,Σπύρου Τρικούπη,tertiary,FALSE,93.054,"LINESTRING (23.7353794 37.9900724, 23.7351829 37.98925)",,,,
250713331,569850326,250713331569850326,250713331569850326,0,1030692605,FALSE,1,Σπύρου Τρικούπη,tertiary,TRUE,5.408,"LINESTRING (23.7353794 37.9900724, 23.7353908 37.9901202)",,,,
250713539,250700085,250713539250700085,#N/A,0,52493436,TRUE,2,Ακαδημίας,secondary,FALSE,56.57599999999999,"LINESTRING (23.7313805 37.98517, 23.7314239 37.985117, 23.7314419 37.985096, 23.7314506 37.9850842, 23.731462 37.9850704, 23.7316335 37.984861, 23.7317129 37.9847639, 23.7317305 37.9847425)",,,,
250714050,95663422,25071405095663422,#N/A,0,32357772,TRUE,,Βερανζέρου,residential,FALSE,121.86900000000001,"LINESTRING (23.7297355 37.985374, 23.7296486 37.9853873, 23.7290869 37.9854736, 23.7285221 37.9855603, 23.7283706 37.9855836)",,6,,
250714050,250714051,250714050250714051,#N/A,0,168737311,TRUE,3,Πατησίων,primary,FALSE,164.707,"LINESTRING (23.7297355 37.985374, 23.7297279 37.9853422, 23.7296518 37.9850282, 23.7296039 37.9848301, 23.7295576 37.9846389, 23.7294916 37.9843664, 23.7294744 37.9842952, 23.7294279 37.9841031, 23.7294072 37.9840178, 23.7293833 37.983919)",,,ΕΟ1,
250714051,250700142,250714051250700142,#N/A,0,"[702080080, 32295709]",TRUE,2,Αιόλου,primary,FALSE,115.116,"LINESTRING (23.7293833 37.983919, 23.7293909 37.983805, 23.7292888 37.9834168, 23.7292018 37.9830862, 23.7291841 37.9830192, 23.7291536 37.9829031)",,,ΕΟ1,
250714051,262236447,250714051262236447,#N/A,0,"[24218743, 189063911]",TRUE,"['4', '5']","['Πανεπιστημίου', 'Πλατεία Ομονοίας']",primary,FALSE,124.426,"LINESTRING (23.7293833 37.983919, 23.7292179 37.9839433, 23.7289156 37.9839876, 23.728794 37.9840055, 23.7287336 37.9840122, 23.7286479 37.9840277, 23.7285954 37.984063, 23.7285601 37.9841135, 23.7285142 37.9842131, 23.7284529 37.984292, 23.7283723 37.9843526, 23.7283714 37.984353, 23.7282854 37.9843928, 23.7282236 37.9844092)",50,,ΕΟ8,
250714052,3731648988,2507140523731648988,#N/A,0,23182806,TRUE,2,Χαλκοκονδύλη,secondary,FALSE,79.48499999999999,"LINESTRING (23.7298764 37.9859556, 23.7299325 37.985943, 23.7299629 37.9859391, 23.7306122 37.9858359, 23.7306862 37.9858239, 23.7307639 37.9858092)",,,,
250714052,250714050,250714052250714050,#N/A,0,168737311,TRUE,3,Πατησίων,primary,FALSE,65.84,"LINESTRING (23.7298764 37.9859556, 23.7298478 37.9858376, 23.7298014 37.9856461, 23.7297552 37.9854553, 23.7297355 37.985374)",,,ΕΟ1,
250720871,7214467394,2507208717214467394,#N/A,0,250756985,TRUE,2,Σωκράτους,tertiary,FALSE,102.045,"LINESTRING (23.7268306 37.9843255, 23.7267348 37.9839327, 23.7266274 37.983495, 23.7266192 37.9834616, 23.7266101 37.9834244)",,,,
250720871,250720872,250720871250720872,#N/A,0,"[741087752, 775691204]",TRUE,3,Αγίου Κωνσταντίνου,primary,FALSE,113.729,"LINESTRING (23.7268306 37.9843255, 23.7261231 37.9844432, 23.7259397 37.9844737, 23.7256535 37.9845213, 23.7255873 37.9845323, 23.7255609 37.9845367)",50,,ΕΟ8,
250720872,250663746,250720872250663746,#N/A,0,741087756,TRUE,2,Μενάνδρου,tertiary,FALSE,99.205,"LINESTRING (23.7255609 37.9845367, 23.7252862 37.9836712)",,,,
250720872,250720873,250720872250720873,#N/A,0,286070634,TRUE,2,Αγίου Κωνσταντίνου,primary,FALSE,63.791,"LINESTRING (23.7255609 37.9845367, 23.7255244 37.9845428, 23.7254436 37.9845562, 23.7249249 37.9846425, 23.7248487 37.9846551)",50,,ΕΟ8,
250720873,95663389,25072087395663389,#N/A,0,24259066,TRUE,1,Κουμουνδούρου,residential,FALSE,96.274,"LINESTRING (23.7248487 37.9846551, 23.725043 37.9854696, 23.7250517 37.985506)",,3,,
250921080,95663389,25092108095663389,#N/A,0,10741731,TRUE,,Σατωβριάνδου,residential,FALSE,67.372,"LINESTRING (23.7242961 37.9856175, 23.7250517 37.985506)",,,,
250921080,635138660,250921080635138660,#N/A,0,23199947,TRUE,1,Νικηφόρου,residential,FALSE,40.06,"LINESTRING (23.7242961 37.9856175, 23.724206 37.9852643)",,6,,
262236447,250720871,262236447250720871,#N/A,0,"[23184691, 168725549]",TRUE,3,"['Αγίου Κωνσταντίνου', 'Πλατεία Ομονοίας']",primary,FALSE,128.648,"LINESTRING (23.7282236 37.9844092, 23.7280857 37.9844122, 23.7279291 37.9843929, 23.7278234 37.9843582, 23.7277557 37.9843261, 23.7276959 37.9842902, 23.7276403 37.9842574, 23.7275809 37.9842317, 23.7275282 37.9842204, 23.7275102 37.9842212, 23.7274395 37.9842258, 23.7274138 37.9842285, 23.727229 37.9842593, 23.7270624 37.984287, 23.7269111 37.9843121, 23.7268706 37.9843188, 23.7268306 37.9843255)",50,,ΕΟ8,
262236447,95663423,26223644795663423,#N/A,0,"[977757273, 10741733]",TRUE,3,3ης Σεπτεμβρίου,primary,FALSE,72.624,"LINESTRING (23.7282236 37.9844092, 23.7281642 37.9844766, 23.7281465 37.9845076, 23.7281366 37.9845403, 23.7281335 37.984577, 23.7281354 37.9846107, 23.728142 37.984648, 23.7282093 37.9849443, 23.7282197 37.984984, 23.7282265 37.9850099, 23.7282335 37.9850366)",,,,
300398465,962356671,300398465962356671,#N/A,0,85392263,TRUE,1,Χαλκοκονδύλη,secondary,FALSE,29.792,"LINESTRING (23.7273229 37.9863298, 23.7269891 37.9863805)",,,,
300398465,95663420,30039846595663420,#N/A,0,"[32245113, 1281329746]",TRUE,2,Χαλκοκονδύλη,primary,FALSE,106.178,"LINESTRING (23.7273229 37.9863298, 23.7274273 37.9863146, 23.7277642 37.9862656, 23.7281695 37.9862066, 23.7283591 37.986179, 23.7284063 37.9861721, 23.7285143 37.9861564)",,,,
300398465,95663385,30039846595663385,#N/A,0,"[10976960, 972965169]",TRUE,2,Σωκράτους,tertiary,FALSE,63.885999999999996,"LINESTRING (23.7273229 37.9863298, 23.7272642 37.9860902, 23.7272061 37.9858533, 23.7272044 37.9858464, 23.7271846 37.9857657)",,,,
300400248,8446047162,3004002488446047162,#N/A,0,299510181,TRUE,2,Σόλωνος,secondary,FALSE,106.826,"LINESTRING (23.7360784 37.9812841, 23.7354542 37.9820589, 23.7354338 37.9820842, 23.735425 37.9820951)",,,,
300400470,250691755,300400470250691755,#N/A,0,299510529,TRUE,4,Ακαδημίας,secondary,FALSE,80.53699999999999,"LINESTRING (23.7359852 37.9795354, 23.7362987 37.9791562, 23.7364376 37.9789881, 23.7364676 37.9789518, 23.7364867 37.9789285)",,,,
300400470,653971685,300400470653971685,#N/A,0,299510530,TRUE,,Ομήρου,residential,FALSE,57.838,"LINESTRING (23.7359852 37.9795354, 23.7359224 37.9795022, 23.7354357 37.9792474)",,5,,
300401174,250691753,300401174250691753,#N/A,0,734707701,TRUE,2,Σόλωνος,secondary,FALSE,68.37599999999999,"LINESTRING (23.73796 37.9789556, 23.7375548 37.9794555, 23.73754 37.9794738)",,,,
300401270,250692062,300401270250692062,#N/A,0,23182838,TRUE,,Σούτσου Αλ.,residential,FALSE,70.856,"LINESTRING (23.7377161 37.9783093, 23.7381525 37.9777729)",,,,
300401270,250691739,300401270250691739,#N/A,0,393398564,TRUE,,Βουκουρεστίου,residential,FALSE,53.204,"LINESTRING (23.7377161 37.9783093, 23.7372814 37.9780823, 23.7372502 37.9780659, 23.7372101 37.978045)",,,,
300401271,300401270,300401271300401270,#N/A,0,23182838,TRUE,,Σούτσου Αλ.,residential,FALSE,47.408,"LINESTRING (23.7374206 37.9786664, 23.7377161 37.9783093)",,,,
300401271,300401174,300401271300401174,#N/A,0,23182843,TRUE,1,Δημοκρίτου,residential,FALSE,57.181,"LINESTRING (23.7374206 37.9786664, 23.7378932 37.9789203, 23.7379509 37.97895, 23.73796 37.9789556)",,,,
300401360,250691753,300401360250691753,#N/A,0,23182796,TRUE,2,Λυκαβηττού,tertiary,FALSE,55.164,"LINESTRING (23.7370139 37.9792015, 23.7373742 37.9793881, 23.7375319 37.9794696, 23.73754 37.9794738)",,,,
300401360,300401271,300401360300401271,#N/A,0,23182838,TRUE,,Σούτσου Αλ.,residential,FALSE,69.36099999999999,"LINESTRING (23.7370139 37.9792015, 23.7370261 37.9791854, 23.7374206 37.9786664)",,,,
358464012,569850326,358464012569850326,#N/A,0,10971782,TRUE,1,Σπύρου Τρικούπη,tertiary,FALSE,101.086,"LINESTRING (23.7356042 37.9910136, 23.7355915 37.9909603, 23.7354983 37.9905701, 23.7353908 37.9901202)",,5,,
358464018,358464012,358464018358464012,#N/A,0,249697226,TRUE,3,Αλεξάνδρας,primary,FALSE,38.737,"LINESTRING (23.7351706 37.9910813, 23.7353893 37.9910471, 23.7354176 37.9910427, 23.7356042 37.9910136)",50,,,
358464027,358464018,358464027358464018,#N/A,0,249697226,TRUE,3,Αλεξάνδρας,primary,FALSE,43.848,"LINESTRING (23.73468 37.9911588, 23.7351706 37.9910813)",50,,,
358464027,358464159,358464027358464159,#N/A,0,31985276,TRUE,,Ζαΐμη,residential,FALSE,47.45,"LINESTRING (23.73468 37.9911588, 23.7346189 37.9909059, 23.7345787 37.9907396)",,6,,
358464040,625958232,358464040625958232,#N/A,0,49285974,TRUE,,Μπουμπουλίνας,tertiary,FALSE,9.712,"LINESTRING (23.7340774 37.9912669, 23.7340988 37.9913526)",,9,,
358464040,358464027,358464040358464027,#N/A,0,878082499,TRUE,3,Αλεξάνδρας,primary,FALSE,54.161,"LINESTRING (23.7340774 37.9912669, 23.734145 37.9912563, 23.73468 37.9911588)",50,,,
358464049,358464174,358464049358464174,#N/A,0,10972563,TRUE,,Ρεθύμνου,residential,FALSE,46.84,"LINESTRING (23.7330412 37.9914268, 23.7329366 37.9910137)",,6,,
358464049,358464040,358464049358464040,#N/A,0,163711426,TRUE,3,Αλεξάνδρας,primary,FALSE,92.53,"LINESTRING (23.7330412 37.9914268, 23.73374 37.991319, 23.7339923 37.99128, 23.7340774 37.9912669)",50,,,
358464159,97797081,35846415997797081,#N/A,0,31985276,TRUE,,Ζαΐμη,residential,FALSE,52.93,"LINESTRING (23.7345787 37.9907396, 23.7344762 37.9903158, 23.7344657 37.990272)",,6,,
358464166,358464040,358464166358464040,#N/A,0,228109849,TRUE,,Μπουμπουλίνας,tertiary,FALSE,48.254,"LINESTRING (23.7339711 37.9908411, 23.7340588 37.9911924, 23.734062 37.9912054, 23.7340774 37.9912669)",,5,,
358464166,358464159,358464166358464159,#N/A,0,712030313,TRUE,,Ιουλιανού,residential,FALSE,54.429,"LINESTRING (23.7339711 37.9908411, 23.7345463 37.9907451, 23.7345787 37.9907396)",,,,
358464174,97797093,35846417497797093,#N/A,0,10972563,TRUE,,Ρεθύμνου,residential,FALSE,53.348,"LINESTRING (23.7329366 37.9910137, 23.7328323 37.9906015, 23.7328175 37.9905432)",,6,,
358464174,358464166,358464174358464166,#N/A,0,712030313,TRUE,,Ιουλιανού,residential,FALSE,92.666,"LINESTRING (23.7329366 37.9910137, 23.7339321 37.9908476, 23.7339711 37.9908411)",,,,
358464177,2878357812,3584641772878357812,#N/A,0,82619469,TRUE,1,Μαυροματαίων,secondary,FALSE,36.760999999999996,"LINESTRING (23.7323822 37.9916285, 23.7324222 37.9917532, 23.7324856 37.9919489)",,,,
358464177,516020362,358464177516020362,#N/A,0,1050850176,TRUE,4,Αλεξάνδρας,primary,FALSE,47.907000000000004,"LINESTRING (23.7323822 37.9916285, 23.7322923 37.9916438, 23.7318478 37.9917193)",50,,,
358464212,358464177,358464212358464177,#N/A,0,400829835,TRUE,1,Μαυροματαίων,secondary,FALSE,11.937,"LINESTRING (23.732304 37.9915406, 23.7323822 37.9916285)",,,,
358464212,358464049,358464212358464049,#N/A,0,163711426,TRUE,3,Αλεξάνδρας,primary,FALSE,65.831,"LINESTRING (23.732304 37.9915406, 23.7324531 37.9915176, 23.7330412 37.9914268)",50,,,
358464213,358464174,358464213358464174,#N/A,0,712030313,TRUE,,Ιουλιανού,residential,FALSE,65.908,"LINESTRING (23.7322008 37.9911364, 23.7329366 37.9910137)",,,,
358464213,358464212,358464213358464212,#N/A,0,"[1050850177, 834694426]",TRUE,1,Μαυροματαίων,secondary,FALSE,45.848,"LINESTRING (23.7322008 37.9911364, 23.7322783 37.9914499, 23.73229 37.9914912, 23.732304 37.9915406)",,,,
358465186,358465410,358465186358465410,#N/A,0,31985440,TRUE,,Φερών,residential,FALSE,115.432,"LINESTRING (23.7313195 37.9920746, 23.7301302 37.9922584, 23.7300958 37.9922637, 23.7300269 37.9922744)",,7,,
358465186,6910572379,3584651866910572379,#N/A,0,390115233,TRUE,5,Πατησίων,primary,FALSE,28.927,"LINESTRING (23.7313195 37.9920746, 23.7312914 37.991959, 23.7312829 37.9919238, 23.7312574 37.9918191)",,,ΕΟ1,
358465410,635122963,358465410635122963,#N/A,0,222941079,TRUE,2,3ης Σεπτεμβρίου,secondary,FALSE,45.282,"LINESTRING (23.7300269 37.9922744, 23.7301271 37.9926739)",,,,
358465904,635126478,358465904635126478,#N/A,0,31985512,TRUE,,Αλιτσης,residential,FALSE,108.049,"LINESTRING (23.7287445 37.9902757, 23.7289639 37.9912319)",,,,
358465904,95663394,35846590495663394,#N/A,0,249412138,TRUE,1,Ηπείρου,secondary,FALSE,69.213,"LINESTRING (23.7287445 37.9902757, 23.7293964 37.9901749, 23.7294411 37.990168, 23.7295195 37.9901558)",,,,
359096435,97792973,35909643597792973,35909643597792973,0,188661340,FALSE,,Καλλιδρομίου,residential,TRUE,11.503,"LINESTRING (23.7360856 37.9891868, 23.7359784 37.9891271)",,,,
359096435,1303525204,3590964351303525204,#N/A,0,444374147,TRUE,,Καλλιδρομίου,residential,FALSE,58.475,"LINESTRING (23.7360856 37.9891868, 23.7357192 37.9896263)",,6,,
363357735,250714051,363357735250714051,#N/A,0,"[32295538, 664520290, 702080079]",TRUE,2,Αιόλου,primary,FALSE,106.121,"LINESTRING (23.7288925 37.9832153, 23.7289702 37.9831857, 23.7289946 37.9831763, 23.7290384 37.9831698, 23.7290846 37.9831795, 23.7291275 37.9832049, 23.7291546 37.9832463, 23.7292751 37.9837147, 23.7292917 37.9837794, 23.7293021 37.98382, 23.7293833 37.983919)",,,ΕΟ1,
363357735,250700142,363357735250700142,#N/A,0,189063912,TRUE,3,Σταδίου,primary,FALSE,41.579,"LINESTRING (23.7288925 37.9832153, 23.7290135 37.9830706, 23.7290679 37.9830056, 23.7291536 37.9829031)",,,,
364104825,250706958,364104825250706958,#N/A,0,23183949,TRUE,,Ζωοδόχου Πηγής,residential,FALSE,64.89800000000001,"LINESTRING (23.7346288 37.9841488, 23.7341912 37.9839515, 23.7340904 37.9838837, 23.7340256 37.9838414, 23.7340111 37.9838309)",,,,
364104825,364104830,364104825364104830,#N/A,0,32344454,TRUE,,Κωλέττη,residential,FALSE,118.70700000000001,"LINESTRING (23.7346288 37.9841488, 23.7343332 37.9845169, 23.7340626 37.984875, 23.7339662 37.9850077, 23.7339253 37.9850609)",,,,
364104830,250712701,364104830250712701,#N/A,0,684675758,TRUE,,Κωλέττη,residential,FALSE,78.183,"LINESTRING (23.7339253 37.9850609, 23.7333508 37.9855988)",30,,,
388172051,388172082,388172051388172082,#N/A,0,636473899,TRUE,1,Εμμανουήλ Μπενάκη,residential,FALSE,49.652,"LINESTRING (23.7326199 37.9843766, 23.7330888 37.9846272)",,4,,
388172055,388172051,388172055388172051,#N/A,0,33878737,TRUE,,Ζαλόγγου,residential,FALSE,59.96,"LINESTRING (23.7331594 37.984045, 23.7326199 37.9843766)",,,,
388172055,388172075,388172055388172075,#N/A,0,33878745,TRUE,,Σουλίου,residential,FALSE,57.205,"LINESTRING (23.7331594 37.984045, 23.7334805 37.9844929)",,,,
388172056,250700083,388172056250700083,#N/A,0,23183949,TRUE,,Ζωοδόχου Πηγής,residential,FALSE,77.404,"LINESTRING (23.7336753 37.9836516, 23.7333047 37.983473, 23.733047 37.9833455, 23.7329695 37.9833122, 23.7329218 37.9832887)",,,,
388172056,388172055,388172056388172055,#N/A,0,33878737,TRUE,,Ζαλόγγου,residential,FALSE,62.965999999999994,"LINESTRING (23.7336753 37.9836516, 23.733426 37.983858, 23.7331594 37.984045)",,,,
388172075,4464395361,3881720754464395361,3881720754464395361,0,449488830,FALSE,,Σουλίου,residential,FALSE,29.048000000000002,"LINESTRING (23.7334805 37.9844929, 23.7334889 37.9845032, 23.73366 37.9847125)",,,,
388172075,250700339,388172075250700339,#N/A,0,601290889,TRUE,2,Σόλωνος,secondary,FALSE,31.595999999999997,"LINESTRING (23.7334805 37.9844929, 23.7333468 37.9846596, 23.7332879 37.9847331)",,,,
388172082,388172083,388172082388172083,#N/A,0,33878747,TRUE,,Γραβιάς,residential,FALSE,88.266,"LINESTRING (23.7330888 37.9846272, 23.7322392 37.9849531, 23.7321942 37.984987)",,,,
388172082,250700339,388172082250700339,#N/A,0,636473899,TRUE,1,Εμμανουήλ Μπενάκη,residential,FALSE,21.052,"LINESTRING (23.7330888 37.9846272, 23.7332316 37.9847035, 23.7332595 37.9847177, 23.7332879 37.9847331)",,4,,
388172083,250700085,388172083250700085,#N/A,0,601303882,TRUE,,Θεμιστοκλέους,residential,FALSE,48.895,"LINESTRING (23.7321942 37.984987, 23.731847 37.9848036, 23.7317854 37.9847713, 23.7317305 37.9847425)",,,,
515962403,4056070360,5159624034056070360,#N/A,0,41806625,TRUE,2,,primary_link,FALSE,68.262,"LINESTRING (23.7312765 37.9912906, 23.73134 37.9913482, 23.7315763 37.9914468, 23.7316024 37.9914571, 23.7319461 37.9915948)",,,,
515962403,5921003579,5159624035921003579,#N/A,0,163711428,TRUE,3,Πατησίων,primary,FALSE,44.288,"LINESTRING (23.7312765 37.9912906, 23.7313553 37.9915854, 23.731379 37.9916806)",,,ΕΟ1,
515962403,358464213,515962403358464213,#N/A,0,"[1050850178, 1050850174]",TRUE,,Ιουλιανού,residential,FALSE,82.79400000000001,"LINESTRING (23.7312765 37.9912906, 23.7320746 37.9911575, 23.7322008 37.9911364)",,6,,
516020343,516020349,516020343516020349,#N/A,0,41806621,TRUE,1,,secondary_link,FALSE,74.44500000000001,"LINESTRING (23.7329792 37.9915271, 23.7327767 37.9917861, 23.7325888 37.9920265, 23.7325336 37.9920971)",,,,
516020343,358464177,516020343358464177,#N/A,0,299888949,TRUE,4,Αλεξάνδρας,primary,FALSE,53.51800000000001,"LINESTRING (23.7329792 37.9915271, 23.7325307 37.9916033, 23.7324808 37.9916118, 23.7323822 37.9916285)",50,,,
516020349,358465943,516020349358465943,#N/A,0,299888948,TRUE,3,Μαυροματαίων,secondary,FALSE,67.035,"LINESTRING (23.7325336 37.9920971, 23.7326721 37.99269)",,,,
516020362,8207556731,5160203628207556731,#N/A,0,41806623,TRUE,1,,primary_link,FALSE,54.372,"LINESTRING (23.7318478 37.9917193, 23.7317298 37.9918575, 23.7316773 37.9919116, 23.7316216 37.991969, 23.7316072 37.9919838, 23.7316005 37.9919912, 23.7314787 37.992112)",,,,
516020362,5581434217,5160203625581434217,#N/A,0,163711425,TRUE,4,Αλεξάνδρας,primary,FALSE,39.512,"LINESTRING (23.7318478 37.9917193, 23.7315575 37.9917687, 23.7314517 37.9917898, 23.7314073 37.9917942)",50,,,
516020524,962356679,516020524962356679,#N/A,0,10741747,TRUE,2,Καποδιστρίου,primary,FALSE,120.46700000000001,"LINESTRING (23.7299917 37.9864606, 23.7298442 37.9864882, 23.7287446 37.9866594, 23.7286444 37.986675)",,,,
516020524,250714052,516020524250714052,#N/A,0,311408820,TRUE,3,Πατησίων,primary,FALSE,57.05499999999999,"LINESTRING (23.7299917 37.9864606, 23.7299521 37.9862869, 23.7299157 37.9861277, 23.7298764 37.9859556)",,,ΕΟ1,
569850326,97797086,56985032697797086,#N/A,0,693488162,TRUE,,Μετσόβου,residential,FALSE,39.513,"LINESTRING (23.7353908 37.9901202, 23.7349494 37.9901927)",,6,,
569850326,250713331,569850326250713331,569850326250713331,0,1030692605,FALSE,1,Σπύρου Τρικούπη,tertiary,FALSE,5.408,"LINESTRING (23.7353908 37.9901202, 23.7353794 37.9900724)",,,,
597677303,97788202,59767730397788202,#N/A,0,295083397,TRUE,2,Μάρνη,primary,FALSE,17.141,"LINESTRING (23.7306793 37.9894966, 23.7308398 37.9895847)",,,,
597677303,961530639,597677303961530639,#N/A,0,295083396,TRUE,2,Πατησίων,primary,FALSE,33.724000000000004,"LINESTRING (23.7306793 37.9894966, 23.730637 37.9893252, 23.7306058 37.9891989)",,,ΕΟ1,
599116897,250699613,599116897250699613,#N/A,0,260124786,TRUE,2,Ακαδημίας,secondary,FALSE,61.13399999999999,"LINESTRING (23.7336127 37.9824431, 23.7336959 37.9823414, 23.7339141 37.9820748, 23.7339787 37.9819953, 23.7339908 37.9819811)",,,,
599116897,250699711,599116897250699711,#N/A,0,634252646,TRUE,1,Μαυρομιχάλη,residential,FALSE,112.70700000000001,"LINESTRING (23.7336127 37.9824431, 23.7336794 37.982477, 23.7346432 37.9829707, 23.7346798 37.9829886, 23.7346918 37.9829944)",,5,,
625958232,516020343,625958232516020343,#N/A,0,299888950,TRUE,3,Αλεξάνδρας,primary,FALSE,100.015,"LINESTRING (23.7340988 37.9913526, 23.7331023 37.9915073, 23.7329792 37.9915271)",50,,,
631608665,358464012,631608665358464012,#N/A,0,194636586,TRUE,1,Σπύρου Τρικούπη,tertiary,FALSE,11.327,"LINESTRING (23.7356301 37.9911134, 23.7356042 37.9910136)",,,,
631608665,625958232,631608665625958232,#N/A,0,207979571,TRUE,3,Αλεξάνδρας,primary,FALSE,136.803,"LINESTRING (23.7356301 37.9911134, 23.7354392 37.9911432, 23.7342107 37.9913351, 23.7341569 37.9913435, 23.7340988 37.9913526)",50,,,
633562896,97834824,63356289697834824,#N/A,0,11031664,TRUE,,Κωσταντίνου Παλαιολόγου,residential,FALSE,69.125,"LINESTRING (23.7242178 37.9883075, 23.724988 37.9881734)",,,,
